"@timestamp",renterQuote,provider,localization
"Mar 24, 2026 @ 20:16:39.000","Ich  und schreibe Ihnen bezüglich meines Problems, das sich am 14.03.2026 in Timișoara ereignet hat .

Die Agentur war wirklich enttäuschend. Man wollte mir eine zusätzliche Pflichtversicherung für 140 € sowie 12 € für Autobahnvignetten aufdrängen, nachdem bereits 1300 € und 12 € für die Vignetten blockiert worden waren.

Wir konnten erst um 22:30 Uhr losfahren, also mit einer Verspätung von 1 Stunde und 30 Minuten. Man stellte mir ein Fahrzeug zur Verfügung, das bereits zahlreiche Kratzer hatte, die Scheinwerfer funktionierten nicht einwandfrei, und insgesamt handelte es sich um ein altes Auto.

Außerdem wurde mir mitgeteilt, dass die Kaution einbehalten wird, falls ich das Fahrzeug mit einem Kratzer von mehr als einem Zentimeter Länge zurückgebe.

Daraufhin entschied ich mich, das Fahrzeug nicht anzunehmen. Ich bat darum, alle Beträge zu blockieren, nahm ein Taxi und ging",AutoEurope,de
"Mar 18, 2026 @ 15:32:59.000","Einfach nur eine Katastrophe, locken mit Billigpreisen und bei der Rückgabe wird man abgezockt. Trustpilot prüfen! Bei Anmietung haben 3 meiner 4 Kreditkarten nicht funktioniert, die sonst immer funktionieren, das hat schon fast 1 Stunde gedauert mit Telefonaten mit der Bank usw. Wagen hatte Dutzende kleine und größere Beschädigungen, diese waren unübersichtlich und unzählbar. Bei Abgabe wurde sehr zielgerichtet ein kleiner Kratzer auf der Motorhaube gefunden, der unmöglich von uns verursacht werden konnte. Als Nachweis ein Foto vor der Anmietung aus 5m Entfernung, ein Witz. 420 EUR Schaden abgerechnet und die Kaution von 1.200 EUR bis heute (2 Wochen nach Abgabe) immer noch blockiert. Hätte ich das geahnt, hätte ich lieber 30 EUR mehr investiert und einen seriösen Mietwagenverleiher genommen. Wir mieten sehr häufig dort Autos über verschiedene Anbieter, noch nie solche Probleme gehabt. Finger weg!",Rentalcars,de
"Mar 9, 2026 @ 18:57:55.000","Au retour du véhicule grosse attente. On laisse les clés dans la dropbox. Une semaine plus tard retenue de 670 euros sur la caution pour frais de carrosserie. Une vidéo effectuée par nos soins montre le véhicule dans le meme état qu’a la prise du véhicule.  ",Rentalcars,fr
"Mar 7, 2026 @ 10:32:13.000","Schadensabwicklung mit Rückzahlung der Selbstbeteiligung über externen Versicherer ohne Probleme. Einfache online Beantragung.","Argus Car Hire",de
"Mar 1, 2026 @ 17:10:52.000","Leider scheint Alicante prädestiniert für dubiose ""Abrechnungen"" zu sein, die dem Kunden niemals vorgelegt, aber einfach kommentarlos von seiner Kreditkarte nach Rückgabe abgebucht werden. Dies ist jetzt schon zum zweiten Mal in Alicante Airport passiert. Das erste Mal bei einem lokalen Anbieter, nun auch bei Europcar. Genau aus diesem Grund hatte ich mich für einen angeblich renommierten Anbieter entschieden, um nicht nochmals Ärger zu haben - aber falsch gedacht! Auch hier wurde knapp einen Monat nach Rückgabe meine Kreditkarte nachträglich belastet, ohne eine Abschlussrechnung oder ähnliches mir zukommen zu lassen - das riecht schon ziemlich nach Betrug! Auch von Ihrem Subunternehmer Auto Europe fühle ich mich im Stich gelassen, da angeblich der Bearbeitungsprozess mindestens 2 Monate betragen soll. Dies ist doch sehr irritierend, wenn man sich die klare Pflichtverletzung Europcars keine Abschlussrechnung übermittelt zu haben vor Augen führt. Hier kann man eigentlich nur zu dem Schluss kommen, dass man am Flughafen von Alicante - zumindest über billiger mietwagen - besser keinen Mietwagen buchen sollte.",AutoEurope,de
"Feb 25, 2026 @ 12:23:08.000","Der Sevice von billiger-mietwagen.de war super! ABER: Mit der Autovermitungsfirma HERTZ, von der wir das Auto bekamen, haben wir SEHR SCHLECHTE Erfahung gemacht: Im Nachhinein wurde behauptet, dass wir über 3000 km gefahren wären und es wurden uns rund 1200,- € zu viel über die Kreditkarte abgebucht!!! Es hat fast ein halbes Jahr gebraucht, bis wir den Großteil des Geldes (rund 1006,-€) zurückgebucht bekamen! Angeblich war der Rest dann Bearbeitungsgebühr und wir haben beigegeben. DRINGENDE EMPFEHLUNG: Kilometerstand abfotografieren oder noch besser, mit jemandem von der Firma ablesen und schriftlich bestätigen lassen - bei Abholung wie auch bei Rückgabe des Wagens!",Rentalcars,de
"Feb 25, 2026 @ 10:03:59.000","Wir haben bewusst ca. 40% mehr bezahlt, um ein Auto mit einem größeren Kofferraum zu bekommen sowie ""Hertz"" als Mietpartner zu haben, da wir dachten, es handelt sich bei ""Hertz"" um ein seriöses Unternehmen.
Stattdessen haben wir ein Auto erhalten, bei dem der Kofferraum nicht viel größer war als bei unseren Ford Fiesta zuhause, darüberhinaus wurden uns Vollkosko Versicherungen versucht anzudrehen, obwohl wir bereits eine Vollkastkoversicherung OHNE Selbstbeteiligung mitgebucht haben. Wartezeit im Flughafen am Hertzschalter 1,5 Stunden. Unzumutbar mit zwei kleinen Kindern dabei.",AutoEurope,de
"Feb 23, 2026 @ 12:59:20.000","fenêtre avec un trou....",BSPAuto,fr
"Feb 23, 2026 @ 11:34:50.000","Wie schon vorgewarnt, es wurde versucht weiteren Versicherungsschutz ""aufzuschwatzen""
Mit dem mehrsprachigen Formblatt, Dank Billiger, konnte ich diesem ein Ende setzen. ",AutoEurope,de
"Feb 23, 2026 @ 09:35:02.000","Es war die reinste Katastrophe, das schlimmste, das ich je bei einem Autovermieter erlebt habe! 
Habe ein Kombi gemietet, aber kein Kombi bekommen. Vorschäden am Auto wurden nicht gezeigt. Der Angestellte war absolut unfreundlich und nicht hilfsbereit. Es besteht ein schwerer Verdacht auf Betrug. 
Finger weg!",Carhiremarket,de
"Feb 21, 2026 @ 12:47:56.000","Die Mitarbeiter der Mietwagenstation von Wheego in Frankfurt hinterlassen einen sehr unprofessionellen Eindruck. Bei der Rückgabe in Terminal 2 war zunächst kein Mitarbeiter zu finden. Als schließlich jemand zugegen war, wurde ich aufgefordert einfach den Wagen abzustellen und den Schlüssel im Inneren liegen zu lassen. Der Wagen wurde sauber und unbeschädigt abgegeben, da aber keine persönliche Übergabe stattfand, wurde festgehalten: Fahrzeug stark verschmutzt, Schlüssel angeblich zunächst nicht gefunden. ACHTUNG: Bei der Rückgabe des Fahrzeugs wurden mittels automatischer Erkennung (Schadentunnel) zwei Schäden festgestellt. Nur anhand dieser Fotos wurde mir ein Schaden angelastet. Ich habe mir die Bilder von der Ausfahrt per email zukommen lassen und es ist meines Erachtens eindeutig, dass es sich bei einem Schaden um einen bereits vorhandenen handelt und der andere Schaden lediglich eine Spiegelung auf der automatischen Aufnahme bei der Rückgabe ist. Dies habe ich dem Vermieter mitgeteilt und um die Rückzahlung der Kaution gebeten. Darauf habe ich nicht einmal eine Antwort erhalten. Ich habe die Kaution mittlerweile über den Weg der Schadensmeldung von der Allianz zurück erhalten. Ich denke aber, dass es sich bei dieser Masche um einen systematischen Versicherungsbetrug handelt. Eine Recherche im Internet bestätigt meine Vermutung. Die Vorgehensweise scheint immer gleich zu sein: Es wird eine Schadensmeldung druch die automatische Schadenserkennung generiert. Bei vorhandenem Schadentunnel gibt es keine persönliche Übergabe des Fahrzeugs und man wird sogar bei Anmietung darauf hingewiesen, dass man sich um vorhandene Schäden nicht sorgen braucht, da diese bei der Ausfahrt automatisch festgehalten werden. Mit diesen Bildern, die meines Erachtens für einen Beweis nicht ausreichen, wird dann die Schadensregulierung gefordert und die Selbstbeteiligung eingehalten. Der Vermieter ist zunächst nicht in der Beweispflicht und reagiert somit nichtmal auf Anfragen. So ist es zumindest bei mir geschehen und ich denke so ähnlich auch bei anderen Kunden, wenn man den zahlreichen Erfahrungsberichten glauben darf. Ein unsägliches Vorgehen. Meine Kaution habe ich bereits zurück erhalten, aber ich möchte andere Kunden vor dieser Betrugsmasche bewahren. Falls jemand bei Wheego ein Fahrzeug mietet, empfehle ich dringend Vollkaskoschutz ohne Selbstbeteiligung.",BSPAuto,de
"Feb 20, 2026 @ 18:59:22.000","Vorsicht: Flughafen Agadir - das Kartenlesegerät von ""United rent a car"" nahm keine der gültigen Kreditkarten an, somit keine Kautionzahlung möglich, keine Autoübergabe. Dreist: dennoch musste ich eine Bearbeitungsgebühr von 35 EUR bezahlen. Das ist nicht korrekt, bitte seid vorsichtig bei ""United rent a car"", Flughafen Agadir.",AutoEurope,de
"Feb 20, 2026 @ 10:38:42.000","Schlechter geht es wirklich nicht sah sehr nach Illegaler Vermietung aus Und Bauernfang mit angeblichen Strafzettel noch Geld zu generieren. ",BSPAuto,de
"Feb 19, 2026 @ 15:40:58.000","Grundsätzlich waren beide Übergaben in Ordnung. Aber, dass man mir eine vollkommen überflüssige „Road Protection“ -Versicherung untergejubelt hat, ist sehr ärgerlich. Dabei machte sich die Mitarbeiterin den Umstand zunutze, dass beide Seiten in Englisch kommunizierten, sie zwar über einen guten Wortschatz verfügte, jedoch einen harten Akzent sprach, so dass ich einiges nicht verstehen konnte. Da ich zusätzliche Leistungen, wie Mauterfassungsgerät, Einbehalte für die Maut und eine zusätzliche Gebühr für den Grenzübertritt nach Spanien buchen musste und alle Einzelpositionen netto angegeben wurden, war das vorbereitete Vertragsformular sehr unübersichtlich und meine diesbezügliche Nachfrage wurde wiederum hektisch und überwiegend unverständlich beantwortet. Ich kann nur sagen: Nie wieder SIXT!",Rentalcars,de
"Feb 17, 2026 @ 11:41:25.000","Vorsicht !! Die Mitarbeiter von Thrifty belügen und betrügen die Kunden. Sie lassen Euch Unterlagen unterschreiben und geben dazu falsche Erläuterungen ab. Sie behalten hohe Beträge von Eurer Kreditkarte ein. Ich mußte zum Rechtsanwalt. Nie wieder Thrifty ! Nie wieder autoeurope !",AutoEurope,de
"Feb 12, 2026 @ 19:58:39.000","Fahrzeug war nicht gereinigt und nicht vollgetankt. Ebenso war der Tank der Scheibenwaschanlage leer. Und mir wurden nochmal Mietwagenkosten belastet, obwohl die schon bezahlt waren.","Sunny Cars",de
"Feb 11, 2026 @ 15:46:18.000","Hände weg von diesem Vermieter!!! Man wird komplett abgezockt!! 
Wir haben die Angestellten informiert, daß wir KEINE weiteren Versicherungen abschließen möchte und auch den entsprechenden Ausdruck auf spanisch von billiger-mietwagen vorgelegt und trotzdem haben sie uns übers Ohr gehauen und uns eine weitere Vollkasko-Versicherung untergeschoben, was wir erst einen Monat später auf der Kreditkarten-Abrechnung gesehen haben!
Sie haben uns 218,-- Euro zusätzlich abgebucht bei einer Miete von 90,- Euro!!!
Außerdem haben sie sich trotz mehrfacher Aufforderung geweigert, sich das Auto bei der Rückgabe anzusehen und uns einen entsprechenden Beleg über den Zustand zu geben.
Leider ist es nicht möglich, überhaupt keinen  Stern zu vergeben.
Wir werden NIE WIEDER bei Thrifty oder bei Hertz mieten!!!  
Im Nachhinein haben wir gesehen, daß Thrifty Malaga Airport und auch andere Stationen auf Google sehr schlechte Bewertungen hat - bei billiger-mietwagen waren die Bewertungen jedoch ""sehr gut"", sonst hätten wir nicht gebucht.  
Das ist sehr merkwürdig. Ich würde diesen Vermieter nicht mehr anbieten!!","Argus Car Hire",de
"Feb 9, 2026 @ 21:46:27.000","Es gab ein technisches Problem mit dem Fahrzeug, infolgedessen wir fast unseren Flug verpasst hätten und Zusatzausgaben hatten. Die Mietwagenfirm hat sich in diesem Zusammenhang gemeinsam mit der Firma Sunnycars erbärmlich verhalten.","Sunny Cars",de
"Feb 8, 2026 @ 20:28:06.000","Siehe oben. Der Voucher  wird lange Zeit ( fast 2Stunden) nicht akzeptiert, keine Kompetenz, keine Entscheidung, falsche Dokumentation von Gesprächen -  alles nur ärgerlich.",BSPAuto,de
"Feb 7, 2026 @ 20:40:19.000","Für einen nicht gesaugten Mietwagen 50 € zu berechnen war eine neue Erfahrung für mich. Auf Nachfrage wurde behauptet, es stehe kein Staubsauger zur Verfügung.  Man müsse zur Tankstelle fahren.  Reine Abzocke meiner Meinung nach ",Rentalcars,de
"Feb 7, 2026 @ 19:22:56.000","hat alles reibunglos geklappt","Argus Car Hire",de
"Feb 7, 2026 @ 17:05:07.000","Wagen in  Ordnung, Personal freundlich. 
Aber aufgepasst bei der Kreditkarte für die Kaution: Es reicht nicht wie sonst üblich aus, dass die Kreditkarte auf den Fahrer/Mieter ausgestellt ist. Der Name auf der Kreditkare muss absolut identisch mit den Angaben im Pass sein. Stimmen nicht alle Vornamen und Nachnamen auf der Kreditkarte genau mit jenen im Pass überein, bekommt man den Wagen nur gegen die Zahlung einer überteuerten Vollkaskopolice. Das ist eine Masche, die von billiger-mietwagen.de nicht weiter unterstützt werden sollte.","Argus Car Hire",de
"Feb 7, 2026 @ 15:43:42.000","Absolut abzuraten.",AutoEurope,de
"Feb 5, 2026 @ 21:35:43.000","Die Station will einem einen Wagen höherer Klasse Verkaufen, das nervt. Habe mir ja einen entsprechenden Wagen ausgewählt und benötige keinen anderen!!!",AutoEurope,de
"Feb 4, 2026 @ 17:51:17.000","Es wird einfach doppelt abgebucht. Nach Reklamation wochenlang mit dutzenden Emails genervt worden mit dem Ergebnis, dass man es nicht anerkennen will. ",AutoEurope,de
"Feb 3, 2026 @ 17:21:38.000","Bei der Anmietung wurde uns gesagt, dass keinerlei Versicherung inkludiert wären. Obwohl wir eine CDW und durch bspauto auch eine Rückerstattung der Selbstbeteilung inkludiert hatten. Sie wollten, dass wir einen Vertrag unterschreiben in welchem wir für das Auto mit USD 30.000 haften , quasi den Neupreis des Autos oder eine zusätzliche Versicherung über USD 180  abschließen könnten, um dies zu vermeiden.  Nach einer Stunde Streitgespräch haben sie gnädigerweise die CDW im Vertrag aufgenommen, aber betont, dass es es sich um Kulanz handele. Eine sehr unangenehme Situation, die wir gerne vermieden hätten. ",BSPAuto,de
"Feb 2, 2026 @ 11:14:50.000","Alles wunderbar gelaufen ",AutoEurope,de
"Feb 1, 2026 @ 21:00:58.000","Siehe oben.",AutoEurope,de
"Feb 1, 2026 @ 20:09:35.000","I had made a booking of a rental car via the website www.billigermietwagen.de - a price comparison site that I have used for many car rentals in various countries around the globe without any problems. The booking contained the rental of a VW Up (or similar) for seven days i.e. 18th - 25th September 2025  (€ 100 - to be paid locally) via Payless; full insurance was booked simultaneously with the same booking via BSP Auto and Allianz (€ 36 - was paid in advance at time of booking). I was supposed to block the amount of € 1,300 on my credit card as a deposit when picking up the car in order to guarantee for any damages should any occur during my travel.
When we arrived at the airport in Cluj-Napoca on September 18th, me and my girlfriend were picked up by an employee of Payless, who brought us to their service station a couple of kilometers away from the airport. When we wanted to make the payment for both the rental and the blocking of the deposit with my credit card, we were told the credit card was not working - reason given was ""suspicion of fraud"" (very fitting as it should turn out later). Allegedly, the credit card reader did not accept my credit card - which was weird because the credit card was valid until well into 2026 and it was working before and after this encounter with Payless. As this was the only credit card available to us, we were pressured to pay via debit card, but in order to get a car we would have to buy additional insurance (despite not needing it as we were already covered) at € 140 (RON 729.55) and an additional €100 (RON 522.00) would be blocked on my debit card in order to guarantee for potential fuel missing when returning the car in Otopeni one week later. We already had a very bad feeling about this as the whole story seemed fishy and Google Maps reviews suggested similar cases take place on a daily basis at Payless car rental. As we were under time pressure and away from the airport though, in the end we agreed to pay via debit card for the additional insurance and the deposit.
I took photos of all the credit card and debit card receipts that I received during this interaction with Payless, which is important due to the amounts shown on these receipts.
When we were alone in the office for a moment, I also looked behind the counter, which showed that Payless in Cluj-Napoca is operating with various credit card readers. As it should turn out later, the one used for our ""failed"" payments via the credit card is used exclusively to turn down payments for false reasons and even worse, it is scamming the credit card so that the credit card information and credentials plus the PIN entered for the failing transactions is stolen and used for later payments made by Payment without authorization of the credit card owner!
At first we were given a car that was both in a terrible condition and also not cleaned at all. When I started to document the shortcomings with my mobile camera (which is totally normal when renting a car), the employee got mad at us and for no obvious reasons insisted on giving us another car, which would be the red VW Up that we ultimately drove for the next seven days. He was already in a very bad mood when we had voiced our doubts about my credit card not working and referencing other customers who had reported similar cases online on Google maps. I can only assume why he insisted on us taking another car, namely that it was GPS tracked (other Google maps reviews prove that Payless does this in order to cash in on additional fees for allegedly unpaid tolls) so that whenever we would be parking near the airport in Otopeni later during our trip, somebody could locate the car and deliberately add another scratch to the many others the car already had, which I documented via various photos. The red VW Up was in no better state than the one we were given previously; the only difference was that they quickly cleaned it before handing it over. The worst part about the car's sorry state was a heavy front shield damage in plain view of the driver's sight. I do not know about the exact laws in Romania, but in my home country Germany driving or handing out such a car would be considered illegal, as it was clearly not roadworthy and dangerous both to us and other road users due to the impaired sight of the driver. But we were not left with another choice and had to leave with the car, obviously with a very bad feeling about this whole experience.
When we returned the car at the Payless subsidiary in Otopeni in the early morning of September 25th cleaned and fully refueled, we already expected the worst to happen based on the many horror stories from other customers we had read on Google Maps. After inspecting the car, I was made to sign a handover report that did not contain any information on new damages being made to the car. It also stated that the car was fully refueled. I actually received this first version of the end report via e-mail from Payless and can present it anytime. Then we were asked to come into the office and suddenly we were confronted with the claim that another scratch had been made to the car during our rental and that the extra insurance that we were pressured into to buy in Cluj would not cover any damages as we could not present any police record for the alleged accident. I insisted on the fact that I was not aware of any accident, neither with other road users nor by hitting any obstacles during our trip. The only possibility I saw at that point was that another car had hit our car while parking, and then committed hit-and-run. I also briefly called the local police in Otopeni and asked if they would hand out a report in such circumstances, and I was told that this is not customary in such cases where no other road user was involved. The Payless employee demanded paying another charge of € 130 in the end, which I objected as they still had blocked an amount on my debit card that was made during pick-up of the car. Eventually we left the Payless subsidiary and had to walk to the airport in order to catch our flight home.
To our very surprise, the same afternoon of September 25th when we were already back in Germany, my credit card was charged by Payless with the amount of RON 694.78 (€ 138.03) WITHOUT ANY AUTHORIZATION OR CONSENT FROM MY SIDE. The same credit card that allegedly was not working when picking up the car in Cluj and which I never presented in Otopeni! The most interesting fact about all this is that the amount of RON 694.78 was never tried to be charged during the time of car pick-up on September 18th (I still have all the receipts). The amounts that allegedly were tried to be charged during pick-up were completely different ones and no deposit had been applied to the credit card during pick-up. This only leads to the conclusion that Payless uses dodgy credit card readers for systematically scamming customers: They actually copied my credit card details and credentials and stole the PIN that I had entered twice in Cluj in order to carry out transactions autonomously in my name later. This is some real criminal energy at work. Of course, I had to deactivate my credit card immediately and pay €10 for ordering a new credit card from my bank as I had to fear that further unauthorized charges would follow sooner or later. In fact, there were several unauthorized further attempts to make payments with my debit card that I had used as well in the outlet!
In the evening of September 18th, I also received another e-mail from Payless stating I should present a police report, otherwise the deposit still blocked on my debit card would be taken as well. Attached was another end report, different from the previous one I had already received, stating damages that I had not acknowledged in the sheet that I signed in Otopeni when returning the car. They simply printed out the already signed report and added further information, making it look like as if I had signed it in the first place. Luckily, I had received the earlier version of the end report already via e-mail, clearly evidencing that they are faking such end reports after the fact. I confronted them with the charges 1) Credit card fraud 2) Forgery of documents 3) Provision of a car not roadworthy as lined out in this report asking them to refund me the following amounts of money:
1.	Transfer back the fraudulently charged amount of RON 694.78 to my credit card immediately
2.	Transfer back the amount of RON 729.55 for useless insurance (that was not even needed due to own insurance) to my debit card immediately
3.	Release the amount of RON 522.00 for deposit from my debit card immediately
Until today, no refunds have been made, so I at least want to make this case available to the public in order to at least prevent other people from suffering the same fate like me and so many other customers in the future.",BSPAuto,de
